nlvnpf-0256_000011	扛江省 七五 楊王瑞正九品司常候補御應從， 寧大二年正月二十二日也二月二十三日 端文純粹九品司添奉正從 佐仲國禮從八百白產先登司吏長， 元治沿循九品司勇力御應從 郎文樺禮從九百白產外司吏長， 元文棍禮從百戶佐從司吏長， 元文棍此白槪書按履田合從， 案文瑞縯似吏曹南從備用會， 案文精誠檼以書志以從員務書助， 郎有祥檢核官部佐從員務書助， 元文傑從後隨主事勞內由吏曹添福官吏曹附附附附附 元文詩詩從員常山司 alumnus 年半年前， 元文檼採錄佐員常山司 alumnus 年半年前， 元文參試此從三等司之正及大概， 元文嘉祥禮從佐員學司由員夏會任， 武啟撒招任佐員學司由員夏會任， 案文橋慢山山書院司內長文書， 元女奈從佐員常山司員長沖從， 元女義從佐員常山司員長沖從， 寧延備備檢司茂員正公會 謹整品文階 謹正汝品司支階 謹正品百戶 謹正拾百戶产率 令上 令上 令上 掌從從百戶一產下 令上 令上 令上 令上 令上 令上 令上 令上 令上 令上
nlvnpf-0256_000012	向光戸程派山岡新井和里長、 武道道導以講以誠孝戸里長、 阮文面禮以太太平王里長、 阮文黃世世王周口里長、 章文單世世家近里長、 阮文新世前南口里長、 阮文粹佐装装中同里長、 武文ందూ裁装装帝寧里長、 黃文唐截截能撥慣里長、 阮文唱摘截能撥慣里長、 阮文佐和枝亭口里長、 阮文佐和枝亭口里長、 申文清浄和隆亭使里長、 吳文清浄和隆亭使里長、 明文吴太野河高南上里長稱發百戸 楊誠誠佐百戸四國 周廷高推山原為公及其族社 阮廷早里長在山原為其徒 阮李宜宜里長在山原為其徒 丁金道中里長通誦禮其仕 裴文周里長在李家通同黎社 黃名旺里長由通吳其澄淨社 阮文後里長在李家通澄淨社 阮光炳通誠会里長在北川川龍東  上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 裴禄九百户戸下 應欣百户戸下 裴祿百户下
nlvnpf-0256_000013	周文領山房山乃白會合 讀文通里長且通叢下之村社 併為秣里長且出通叢下小村社 就文黃里長且舉上下田之村社 詞建成年長且舉上山之村社 鄭光雖九九分古神社之公會 阮文依據其家之舊會之德 杜文台借百戶基以會古德 阮文詳且九九分古原洋里之 阮文長且正九分古會合之公 阮有長正九分古会合之内公 阮在移正九分古会合内南面之公 阮文琥理九分古會以打漢面之公 吳伯瑰理九分古會以打漢面之公 阮伯緣理九分古會限三相公德 阮正理九分古會濟洋公之 阮文盞理九分古會以通往古社之公 阮世玩理九分古会仍自圈圍正公 潘咸寧理九分古會事會後後 阮伯桂理九百戶會事公會 阮文周理九百戶會事公會 吳世剛理古社後根戶長  上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 阮正秋文尊 薩理後文尊 薩理得支持文尊 薩理得古文尊 薩理得稲社供等下 阮正政百戶下 上 上 上 上 上 上 上 番理九虹屬等下
nlvnpf-0256_000014	〇阮文霖兼任御武祠和予里長、 〇阮文苟考多年早亡早里長、 〇阮方澄盡盡毋且大吏早里長、 〇楊雲駿從遊近及獲罪後記 〇丁文怡推舉類園之以兵徒社、 〇蔡若彌籍等方房類兵徒社長 〇阮文珠蓋開金令以兵徒社、 〇阮文書盡平萬會少且後著社 〇阮延三盡平宋州少且兵徒社 〇阮梛掩掩且謹單以兵徒社 〇蔡伯衡盡書局以且兵金禮社、 〇阮瑜瑜從考少且且後著社 〇阮文講蓋且肉則少且安禮禮社 〇阮足禮相加盡占以且大禮社 〇阮世琳廢後等且與且員同里社 〇阮土鐘盡平太等少且與徒社社 〇阮文己良才等後少且與後述社 〇阮方慶盡書等少且與員同社社 〇阮世港式以等寐禮會 〇楊文卷蓋山五同體堂里長
nlvnpf-0256_000015	杜文劭蓋其年名冊里長 阮文通蓋其立冊郡里長 阮文侯蓋其立金郡里長 吳文貌蓋其會年冊 поздрав里長 阮文淩蓋其讓遺冊利里長 朱文開蓋其慶萬冊里長 阮文端蓋其祥平冊里長 阮文係蓋其漢之冊里長 蔡文係蓋其教按冊里長 王連雖似造按冊里長 吳文默似造同冊會里長 阮仲龍似造冊里長 阮有只蓋其中册里長 阮文財蓋其册里長 阮文財蓋其册里長 范世春蓋其冊州里長 范文品蓋其册里長 阮文極蓋其車單冊里長 阮文濞蓋其冊里長 阮文濞蓋其册里長 蔡文團蓋其車冊里長 陳克宣蓋其冊里長  上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上
nlvnpf-0256_000016	流文說 蕩平秦秦秦秦漢書業書長， 范廷梗 蕩平太太太太且古书長， 范為在 蕩平平平 平平且古书長， 蔡先應 蕩平平平 平平且古书長， 蔡靈冀 蕩平平平 平平且古书長， 蔡文稻 蕩平平平 平平且古书長， 流登龍 蕩平平平 平平且古书長， 范文啟 蕩平平平 平平且古书長， 滷制 蕩平平平 平平且古书長， 鄭金良 蕩平平平 平平且古书長， 楊文貴 蕩平平平 平平且古书長， 楊文儀 蕩平平平 平平且古书長， 吳文玉 蕩平平平 平平且古书長， 洙文積 蕩平平平 平平且古书長， 流文寬 蕩平平平 平平且古书長， 吳仲詮 蕩平平平 平平且古书長， 流文遠 蕩平平平 平平且古书長， 杜有稱 蕩平平平 平平且古书長， 流進益 蕩平平平 平平且古书長， 流 蕩平平平 平平且古书長， 瑠 蕩平平平 平平且古书長，  上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上 上  慶復城百户下
nlvnpf-0256_000017	河東 花文集 集號江州通判前里長劉會合 流文縣 縣平單號前里長  течение  釀良才級流右里長 楊 運良 員八百戶作等公所開商鋪舖丁 張 琓 員八百戶作等公所開商鋪舖丁 王 中殷 款五戶陳公公所於集而罹過 阮 文 在於百戶陳公於集而罹過及徒過 阮 文 用於百戶陳公徒過及而罹過 阮 文 籔於百戶陳公徒過及而罹過 簡 文 桶於百戶陳公徒過及而罹過 阮 文 柄於百戶陳公徒過及而罹過 克 文 良於百戶陳公徒過及而罹過 楊 文 斬於百戶陳公徒過及而罹過 吳 文 帳 截券考各心且以其後永存 流文 陽 葉集五著上且以其後會合 蔡 文 林 著於中金村里長 丁 孝 元 加上及葉據據於里長 吳 孝 龍 籔等書由里長 滴 文 成城 著於著公於福里長 蔡 先 瓏 著於大龍里長 鄧 廷 慶 著於後漲著及里長  上上 上上 上上 上上 改正八文階 改正九文階 改獲九文階 上上 上上 改獲致文階 賞獲秋文階 上上 上上 上上 上上 上上 上上 上上
nlvnpf-0256_000018	衣文直良美若古道信里長 鼎光理雄美若嘉峰會里長 蔡克俊後黃里長金藤里長 蔡清清功就利里長 發由謹樣後佐長里長 說由擁候信方板分里長 說效佩和佐萩橋權里長 朱理樹和佐萩橋權里長 裴忠成儀為里事助助会 裴隣重信信上里長長里長 藤龍信上信里長長里長 藤樂分合方里佐吉村里長 說文合合方里佐吉村里長 說文運び六百戸口和助助会 浦維福者六百戸口儀証助会 浦澄淵三百戸口儀助助中里長 流芳若後三百戸口儀助助里長 杜朱離離住五百戸口儀佐和里長 杜增和佐平五百戸口和佐信助 武有立儀佐後川里佐三津川上 武如琢儀佐後川里佐三津川上 添如琢儀佐後川里佐三津川上 苗玉琢儀佐後川里佐三津川上
nlvnpf-0256_000019	玉仲福阿風將甲之良其著稱 應玉瑞穪大姓既與其似部材 教廷唱慶和況而南旦及流事化 而文遠青陽太安劉由良大生純 南文著後緣福端慶而受適純化 諸文慶著端福端慶而受適純化 謝廷啓慶而恭其夢其芳里長 況文西平芳其容其展其里長 況有結緣為其容其展其里長 況文程嘉其芳孝在里長 況其果著嘉其信福雅里長 蕃有近亞和芳中孝在里長 蔡廷辰青陽中孝在里長 孫有恪慶和與其流在里長 孫有恪慶和與其流在里長 況文葉慶和心願復祿在里長 蔡芳讚慶而其在里長 聚功宜青陽其在里長 況延監其慶中在華男里長 況延誰青陽中在攜里長 況文昶青陽久慶在里長 蔡延聞慶而福福彼在里長  上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 書世九百而下
nlvnpf-0256_000020	陳文通郵製美良民會金蓮田里長 黃文吉說美良民會金蓮田里長 賴文才就美良民會下治沙里長 武加瑞就美良民會促進淑里長 潘進準 l 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 潘有統 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 杜有 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 阮有 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 白文 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 阮文 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 阮文 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 張少 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 阮文 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 蘇如 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 阮文 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 黃文 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 阮文 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 吳文 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 陳有 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 阮文 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 阮文 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 阮文 冊 扉 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊 冊  上上　上上　上上　上上　上上　上上　上上　上上　上上　蒙禮九百戶下　上上　上上　上上　上上　上上　上上　上上　上上
nlvnpf-0256_000021	楊文在 檼信伝流徳年長長 或如 漢師若能得稻主中長 或文 蘆州川文美生快古荆利里 藤芳 遺州古州州会 藤文 部屋四屋大子登程 或 雅檀 伐古方古郡屋屋 或南 研分若能得古里 或若 植双久能州能州州會 流克 紹増八八運利尊州州會 或武 純正祝八八祝和徳家右臣 或 裝 増八八祝和徳家右臣 或陳 文豊分八八祝書波江郡之 或廷 格分八八祝増立四四四 或 延 韻分八八祝四四四四 或吳 文嶽祝八八祝兼業亭右臣 或生 涯得祝八八祝古之安相郡会 或文 豐祝八八祝の早主立後 或惟 満祝八八祝能州之及五島郡之 或文 志若八八祝并信葉浦郡之
nlvnpf-0256_000022	林建 智平辺里 著房 脇屋公 武 倅 楊 平辺福米後後併正会 武 文 徳 半辺土五角向会里長 花 建 半辺里五辺情池里長 花 建 秋半辺土後辺里長 花 文 文 秋半辺土後辺里長 武 三 攀半辺福米島会後併佐手 夜 延 藩半辺土半辺米浄里長 夜 長 米半辺土辺辺後併里長 按 富 秦 半辺土半辺土島川会 説 如 の 約半辺土辺辺米会会 説 文 長 央半辺土辺辺職慶里長 説 文 長 央半辺土辺辺職慶里長 武 生 越 稚辺土後辺辺職慶里長 武 生 朔 稚辺土後辺辺職慶里長 武 生 植 稚辺土後辺辺職慶里長 藝 文 相 植 半辺土後辺辺職慶里長 葉 如 獻 職 半辺土後辺辺職慶里長 説 文 遂 永 補 辺 辺 辺 辺 辺 辺 辺 辺 辺 説 延 循 循 永 備 永 備 辺 辺 辺 辺 辺 辺 説 白 祖 永 備 永 備 辺 辺 辺 辺 辺 辺 札 辺 分 永 備 永 備 辺 辺 辺 辺 辺 辺  茨 稚 辺 五 文 倍 辺 会 上 会 上 会 上 遊 稚 八 百 戸 下 会 上 定 稚 八 百 戸 下 会 上 会 上 会 上 会 上 会 上 会 上 会 上 定 山 八 百 戸 下 会 上 会 上 会 上 定 山 八 百 戸 下 会 上 定 稚 八 百 戸 下 会 上
nlvnpf-0256_000023	周文壱 平平庄六字由其三月下旬会所里 武文龙 平平庄六字書中里長 幸文 稜都 船部之役役段長 幸文 船部下段南房の辺り役役 陳 惟 第 船部下段南房の辺り役役 武 文 船部下段南房の辺り役役 戴 文 北 船部河口場市里長 戴 克 謹 船部河口場市里長 裴 文 翁 船部下段中房五会 楊 文 魁 船部下段中房五会 裴 文 魁 船部下段中房五会 楊 文 魁 船部下段中房五会 染 文 吉 船部刈合会 夜 文 敷 船部刈合安心中会 武 文 待 船部下段中房三会 陳 文 漢 船部河口場市里中会 楊 文 桂 船部河口場市上北里 陳 委 検 船部河口場市新屋役役三会 夜 有 楼 船部安心里長 陳 延 輔 船部南庄安心里長 梁 輝 勇 船部河口場市安心里長 武 文 衍 船部第十番安心川里長  上上 上上 上上 上上 上上 上上 上上 上上 上上 上上 賞獲九百戶下
nlvnpf-0256_000024	王廷瑋 紫女勸 根文信 朝文敢 從廷蔡 丁 從寧 吳姓性 吳文性 何文慎 從文應 樂文吐 從文係 從首在 從文密 武延廷 黃克長 從力澤 過文勉
nlvnpf-0256_000025	社務詳略之録大級室長ー 駿女好古在古柳田室長ー 澄女全古北古柳田室長ー 武女古太古在乎室長ー 澄女漢古太古惟室長ー 辰文發古太古太津郡守ー 發文而古太橈橈郡守ー 夜女佳古伊挑挑郡守ー 黨有守古太橈之社會ー 奏女採古太夜古太古古 奏文潤古太剛古永後室長ー 吴文潤古太剛古永後室長ー 泣文在古勘安剛讓讓課室長ー 漆芳萬古剛安室長ー 樂殊史古剛出古富室長ー 胡克復古剛法太馬室長ー 良日右古陳太原馬副室長ー 澄女當古勘決定決室會ー 楚文禁古萬等等之古学社 辰文來嬉嬉奏古太室長ー 夜文开嬉藤太方芳商會ー 設之過萬松川之古室長ー
nlvnpf-0256_000026	婆文金色金城長老書長 奴文瓊金城快决十二年书記 及仲舒金城業家莊并书記 及安線金城書卷類與書會 及光長金城某家古房書會 及文澄青原社能原書會 及文忽也平原道口書會 及文某說北礼後组書會 及某問大田蕩户書長 及惟茶半中田面書室書長 及惟茶早字書室書長 及文利請不誦卿道調書長 武文慶應丙寅酉年書長 及文瑶其家出且方書新 及文瀰金城か於書長 及建厥外村著有書長 及文某請不誦卿道調書長 及維幹快字根株桔書長 及文瑶書卷社禁書會 及文瑶卿道中寂書會 繭文瑶卿道中寂書會 張文前文書会金城会  上 上 上 上 上 上 上 上 上 婆機九百戸川下 上 上 上 上 上 上 上 上 上
